PageViews,SessionDuration,BounceRate,TrafficSource,TimeOnPage,PreviousVisits,ConversionRate
5,1.51,0.8,Social,2.61,2,1
4,0.63,0.07,Social,3.94,3,1
3,2.47,0.35,Direct,2.25,2,1
9,3.54,0.33,Direct,3.87,3,1
6,2.28,0.31,Direct,0.57,3,1
6,1.71,0.3,Paid,4.28,3,1
4,1.47,0.54,Organic,1.39,2,0.8
7,5.53,0.21,Social,2.51,1,1
6,0.74,0.34,Organic,2.22,2,1
6,3.98,0.02,Social,4.14,0,1
2,4.25,0.14,Paid,0.85,2,1
6,1.63,0.3,Social,2.2,2,1
4,1.06,0.12,Organic,7.49,1,1
7,1.91,0.35,Paid,1.16,2,1
8,0.29,0.36,Paid,0.76,2,1
6,0.14,0.34,Direct,1.89,2,1
3,0.36,0.24,Organic,1.63,4,1
4,0.62,0.23,Direct,10.7,2,1
5,2.1,0.06,Social,5.55,3,1
3,5.67,0.29,Referral,0.71,1,1
5,0.81,0.37,Social,2.72,3,1
8,8.21,0.3,Referral,3.9,1,1
8,9.3,0.34,Organic,2.61,2,1
5,9.58,0.06,Organic,0.31,0,1
5,5.45,0.42,Social,4.55,2,1
8,1.36,0.16,Referral,1.12,2,1
5,0.23,0.22,Organic,0.48,0,1
4,2.52,0.5,Referral,0.56,2,1
3,2.45,0.32,Paid,2.42,0,0.9
7,5.69,0.61,Organic,3.52,2,1
4,16.56,0.21,Paid,0.54,5,1
4,2.13,0.3,Organic,2.39,1,1
5,1.27,0.32,Organic,1.48,2,0.8
3,0.62,0.22,Paid,5.81,3,1
5,0.01,0.1,Paid,1.95,2,0.8
4,2.13,0.16,Organic,6.11,1,1
6,2.43,0.07,Paid,4.3,1,1
5,5.23,0.18,Organic,1.31,1,1
5,2.11,0.18,Organic,2.9,0,1
2,7.45,0.36,Organic,2.34,3,1
5,2.97,0.66,Organic,6.36,0,1
3,5.5,0.34,Organic,4.68,1,1
3,0.48,0.11,Social,3.26,0,1
5,5.8,0.51,Paid,2.93,2,1
4,3.37,0.31,Organic,2.66,2,1
3,0.56,0.05,Organic,2.5,1,1
4,0.63,0.84,Organic,4.17,2,1
2,7.83,0.33,Social,14.32,1,1
6,0.1,0.35,Organic,4.01,4,1
7,1.86,0.12,Organic,3.3,1,1
3,1.13,0.31,Paid,4.35,1,1
5,3.28,0.4,Paid,0.48,3,1
4,5.49,0.37,Organic,2.55,3,1
6,1.34,0.16,Referral,6.85,4,1
6,1.67,0.26,Organic,1.87,2,1
2,12.04,0.39,Organic,5.93,1,1
2,4.6,0.27,Referral,3.23,2,1
5,6.83,0.31,Referral,3.29,4,1
2,1.73,0.06,Referral,1.16,0,0.8
7,0.8,0.1,Organic,3.49,1,1
4,1.59,0.27,Paid,2.97,1,1
5,3.78,0.09,Organic,1.95,2,0.9
7,0.35,0.46,Referral,8.76,2,1
5,0.95,0.17,Paid,10.13,4,1
7,0.14,0.2,Organic,1.48,2,1
1,1.7,0.28,Referral,1.87,1,1
3,5.27,0.21,Referral,7.05,1,1
4,0.07,0.17,Organic,1.92,2,0.7
9,3.37,0.47,Social,4.12,1,1
4,8.09,0.35,Social,2.4,5,1
5,0.81,0.57,Organic,2.86,2,0.9
6,3.55,0.75,Direct,1.9,2,1
6,11.08,0.32,Paid,5.15,1,1
3,9.83,0.42,Referral,12.91,3,1
3,0.8,0.24,Social,3.27,1,1
5,0.32,0.38,Paid,4.05,2,0.9
7,0.48,0.44,Organic,3.55,0,0.8
6,3.63,0.15,Direct,0.55,0,1
6,3.88,0.15,Organic,2.22,4,1
4,3.36,0.08,Organic,1.44,0,1
7,1.23,0.3,Organic,5.23,0,1
4,0.56,0.18,Social,1.77,1,1
8,2.61,0.42,Direct,6.73,2,1
5,1.98,0.68,Organic,1.24,3,0.6
5,3.92,0.27,Social,5.79,1,1
4,1.75,0.06,Organic,1.21,2,1
5,1.24,0.45,Direct,3.97,4,1
2,1.04,0.24,Paid,1.69,2,0.8
3,0.71,0.2,Organic,1.79,1,1
7,0.93,0.18,Organic,11.73,1,1
5,0.3,0.07,Organic,1.51,1,1
6,1.28,0.45,Organic,3.29,2,1
7,0.11,0.56,Social,6.28,2,1
2,0.62,0.34,Organic,0.61,1,0.9
7,4.12,0.36,Direct,4.48,0,1
5,1.18,0.07,Referral,10.04,2,1
5,3.31,0.1,Referral,1.33,2,1
7,3.79,0.38,Organic,2.53,2,1
6,2.61,0.1,Social,2.21,2,1
5,9.56,0.43,Referral,6.54,2,1
0,0.07,0.51,Social,2.82,1,0.9
7,4.03,0.49,Direct,6.3,1,1
5,9.57,0.23,Organic,9.31,3,1
5,5.95,0.47,Organic,9.94,1,1
6,0.55,0.52,Social,10.58,2,1
8,1.19,0.23,Social,1.77,2,1
4,0.57,0.1,Paid,8.78,2,1
6,2.76,0.47,Organic,5.36,5,1
4,3.74,0.19,Referral,4.9,0,1
1,1.14,0.23,Organic,3.73,2,1
3,2.33,0.44,Organic,3.63,4,1
4,3.52,0.49,Paid,3.03,1,1
5,1.64,0.16,Organic,2.73,2,1
4,5.77,0.45,Paid,2.82,1,1
5,4.43,0.4,Direct,1.23,1,1
2,0.2,0.28,Social,7.02,1,1
2,2.91,0.2,Direct,0.96,0,1
5,0.8,0.24,Social,10.93,0,1
5,2.45,0.35,Organic,0.77,2,1
5,9.43,0.18,Social,1.93,0,1
6,6.34,0.43,Direct,4.52,2,1
4,1.56,0.58,Direct,2.93,1,1
9,1.03,0.09,Referral,4.81,0,1
7,0.8,0.14,Organic,2.3,6,1
2,2.28,0.2,Organic,2.35,0,1
3,0.36,0.14,Organic,2.43,2,1
4,2.39,0.33,Direct,4.59,2,1
6,0,0.34,Paid,3.69,2,1
7,1.17,0.24,Social,3.88,1,1
4,0.75,0.18,Paid,15.1,2,1
5,10.64,0.23,Referral,0.52,1,1
5,3.9,0.15,Organic,2.44,2,0.8
3,1.29,0.68,Organic,1.11,2,1
3,0.29,0.24,Paid,3.66,3,1
7,2.18,0.32,Referral,5.52,1,1
3,0.72,0.58,Organic,1.71,2,0.8
8,2.31,0.11,Social,0.36,1,1
8,5.41,0.17,Organic,5.39,2,1
5,2.87,0.1,Social,1.33,3,1
5,3.01,0.45,Organic,1.77,3,1
3,2.34,0.32,Referral,1.68,0,1
3,7.86,0.06,Organic,2.18,5,1
6,8.06,0.4,Social,2.73,4,1
5,2.16,0.15,Paid,2.99,0,0.8
4,1.09,0.45,Referral,1.5,2,1
6,1.85,0.34,Direct,1.9,3,1
3,0.62,0.29,Organic,0.56,1,0.7
12,3.03,0.42,Organic,4.64,5,1
1,2.08,0.25,Social,4.53,3,1
6,0.33,0.04,Referral,1.23,1,0.9
1,0.66,0.37,Organic,6.36,1,1
6,1.96,0.04,Paid,2.27,2,1
1,6.56,0.5,Organic,1.7,4,1
4,2.51,0.17,Organic,0.86,2,1
3,3.43,0.3,Paid,1.02,1,0.8
3,1.24,0.42,Social,1.67,2,1
5,2.54,0.23,Paid,7.3,3,1
5,1.78,0.01,Paid,1.67,1,1
5,3.23,0.21,Social,4.85,2,1
9,0.16,0.13,Organic,3.82,5,1
3,2.04,0.29,Referral,6.43,0,1
3,1.05,0.23,Social,0.2,2,0.9
6,1.18,0.19,Organic,1.15,0,1
6,9.73,0.23,Organic,4.68,0,1
3,0.61,0.36,Direct,6.36,0,1
7,1.12,0.28,Direct,7.13,2,1
4,2.14,0.19,Organic,2.42,1,0.9
1,5.96,0.55,Organic,1.72,3,1
7,1.62,0.12,Organic,8.53,2,1
7,4.09,0.74,Organic,2.86,2,1
2,5.82,0.21,Paid,0.88,2,1
5,1.11,0.56,Referral,3.56,5,1
6,1.5,0.29,Social,2.45,4,1
9,1.32,0.07,Organic,1.68,4,1
3,5.37,0.45,Social,2.89,1,1
4,0.14,0.21,Organic,2.46,0,1
10,1.11,0.66,Organic,0.85,2,1
4,3.41,0.55,Paid,3.39,7,1
4,2.5,0.3,Organic,1.38,1,1
4,1.72,0.09,Organic,2.71,1,1
7,2.33,0.27,Social,9.28,2,1
8,0.66,0.1,Organic,7.43,1,1
6,1.69,0.29,Referral,9.48,1,1
6,2.09,0.64,Organic,6.62,0,1
3,6.94,0.13,Organic,1.72,1,1
5,0.91,0.17,Paid,14.69,0,1
6,6.07,0.53,Social,1.12,2,1
2,3.1,0.25,Paid,6.41,6,1
8,0.06,0.26,Referral,1.02,1,1
5,3.87,0.24,Direct,1.6,7,1
4,0.11,0.16,Social,5.62,1,1
4,17.84,0.3,Organic,3.48,2,1
2,6.18,0.18,Referral,1.43,1,1
5,1.06,0.08,Paid,3.27,4,1
5,0.89,0.35,Referral,3.43,3,1
4,1.44,0.33,Paid,3.28,2,0.9
2,1.32,0.28,Organic,8.6,1,1
4,1.4,0.26,Paid,1.25,3,1
4,1.15,0.27,Paid,2.36,3,1
1,2.91,0.47,Paid,0.46,2,0.9
8,0.54,0.07,Social,3.3,2,1
4,5.61,0.07,Social,5.59,3,1
10,5.02,0.66,Paid,6.48,4,1
6,1.94,0.71,Paid,0.87,3,1
3,5.75,0.3,Paid,3.87,3,1
6,0.85,0.49,Paid,7.27,4,1
4,0.05,0.2,Direct,1.7,3,0.9
3,2.9,0.53,Referral,17.41,2,1
2,1.84,0.11,Organic,4.49,2,1
3,2.51,0.29,Paid,0.23,3,1
5,6.89,0.2,Referral,2.65,2,1
3,10.51,0.02,Referral,2.33,1,1
4,3.02,0.08,Paid,2.89,2,1
3,4.33,0.21,Organic,8.42,1,1
6,0.26,0.22,Organic,4.59,0,1
5,0.53,0.28,Organic,0.99,1,0.7
5,3.96,0.52,Paid,3.88,1,1
4,1.69,0.15,Organic,6.18,2,1
4,1.77,0.21,Social,0.35,5,1
6,1.11,0.36,Organic,1.58,1,1
4,2.8,0.22,Direct,5.2,2,1
6,0.61,0.31,Organic,10.38,1,1
4,2.96,0.24,Organic,0.94,4,1
5,0.57,0.54,Paid,5.64,0,1
5,0.2,0.41,Organic,8.48,1,1
4,1.2,0.4,Direct,1.95,3,0.7
5,0.79,0.08,Organic,6.02,1,1
3,6.59,0.15,Paid,2.36,1,1
4,0.17,0.51,Direct,3.04,2,1
6,0.58,0.31,Organic,4.17,0,0.9
6,2.39,0.32,Organic,7.81,1,1
1,1.97,0.11,Organic,12.52,3,1
3,0.14,0.06,Paid,2.2,3,1
4,0.02,0.69,Organic,1.32,3,1
6,13.29,0.24,Paid,7.59,1,1
4,3.23,0.58,Social,5.68,3,1
3,1.36,0.57,Social,4.51,0,1
14,1.91,0.3,Organic,6.34,3,1
5,0.93,0.09,Organic,2.39,3,1
4,1.27,0.19,Organic,4.55,1,1
5,3.14,0.47,Paid,8.9,1,1
5,6.43,0.19,Organic,1.97,4,1
7,0.61,0.64,Social,6.04,0,1
7,5.5,0.08,Referral,2.64,4,1
7,0.39,0.55,Organic,7.38,1,1
2,0.73,0.23,Referral,8.37,3,1
5,0.11,0.33,Organic,3.11,1,1
3,0.46,0.39,Organic,4.07,2,1
7,7.48,0.32,Organic,1.7,1,1
2,1.85,0.11,Organic,4.85,1,1
6,0.24,0.44,Referral,0.91,2,0.8
4,9.64,0.46,Paid,4.8,2,1
8,6.34,0.33,Organic,5.39,1,1
5,4.22,0.07,Direct,3.9,1,1
1,8.13,0.3,Paid,1.83,4,1
2,0.75,0.2,Organic,8.26,1,1
3,5.43,0.09,Organic,1.82,2,1
6,3.51,0.17,Paid,9.28,2,1
8,6.12,0.58,Direct,3.83,0,1
4,4.78,0.3,Paid,12.64,2,1
3,1.28,0.38,Direct,6.6,0,1
6,4.47,0.36,Paid,1.9,1,1
6,0.91,0.23,Paid,5.39,2,1
8,1.2,0.16,Paid,6.2,3,1
6,0.34,0.21,Referral,4.12,0,1
6,8.2,0.38,Organic,3.38,1,1
5,1.03,0.63,Social,8.58,2,1
4,2.21,0.09,Organic,1.67,0,1
5,1.49,0.17,Paid,3.74,3,1
5,9.65,0.33,Paid,24.8,1,1
6,1.22,0.28,Referral,3.83,3,1
11,4.52,0.49,Organic,3.74,4,1
8,5.8,0.3,Paid,0.99,3,1
7,1.72,0.41,Paid,8.28,1,1
7,1.43,0.5,Referral,7.55,3,1
4,4.13,0.35,Social,2.67,1,1
8,7.32,0.45,Referral,8.52,1,1
6,4.22,0.59,Organic,2.44,1,1
2,0.77,0.2,Direct,2.63,3,1
4,6.58,0.39,Social,3.79,0,1
0,1.47,0.06,Organic,1.84,2,1
6,2.58,0.17,Organic,2.13,0,1
0,5.34,0.43,Organic,5.69,3,1
7,0.63,0.51,Paid,0.98,5,1
9,4.6,0.11,Social,3.82,2,1
7,2.72,0.31,Social,5.51,1,1
2,6.71,0.73,Social,5.04,3,1
4,0.57,0.42,Organic,8.25,2,1
8,1.64,0.06,Paid,1.11,2,0.9
5,5.37,0.42,Organic,0.57,2,1
5,0.06,0.11,Organic,2.07,3,1
6,0.36,0.26,Referral,10.58,4,1
2,13.99,0.18,Organic,3.01,1,1
4,0.99,0.12,Referral,5.75,1,1
7,11.13,0.17,Referral,5.52,3,1
3,0.6,0.23,Social,2,0,0.8
6,1.34,0.33,Organic,1.13,3,1
2,4.19,0.31,Social,2.31,1,1
8,3.22,0.42,Direct,4.71,0,1
10,2.61,0.39,Social,3.64,1,1
5,2.26,0.34,Social,3.95,0,1
4,5.56,0.05,Referral,1.78,0,1
4,0.8,0.3,Paid,3.75,2,1
8,1.75,0.14,Referral,0.93,2,1
9,0.51,0.28,Referral,2.32,1,1
7,2.72,0.1,Referral,1.14,0,1
7,0.87,0.4,Social,3.83,4,1
3,1.22,0.54,Paid,3.01,1,0.9
8,1.91,0.09,Organic,2.06,3,1
7,0.08,0.32,Paid,1.62,1,0.9
2,0.29,0.42,Organic,2.65,0,0.8
5,3.47,0.35,Organic,2.16,0,1
7,1.68,0.09,Organic,4.4,1,1
6,6,0.2,Organic,7.06,2,1
1,3.56,0.2,Social,5.24,1,1
3,0.02,0.43,Paid,5.66,2,1
4,2.88,0.3,Organic,0.2,2,1
4,0.3,0.39,Paid,3.4,2,0.8
3,4.56,0.36,Organic,3.94,1,1
7,14.31,0.29,Paid,6.3,3,1
9,2.27,0.23,Paid,6.73,1,1
4,3.44,0.16,Direct,8.14,2,1
3,0.81,0.08,Organic,2.2,0,0.9
4,1.73,0.07,Referral,2.42,5,1
4,5.82,0.28,Social,0.16,3,1
6,0.55,0.48,Direct,1.27,6,0.8
3,0.93,0.31,Organic,4.47,1,0.8
10,1.77,0.36,Paid,3.99,1,1
5,3.74,0.29,Organic,4.33,1,1
5,1.41,0.04,Paid,4.28,0,1
3,7.88,0.29,Organic,0.87,4,1
2,0.3,0.32,Social,6.91,0,1
7,1.39,0.52,Organic,2.99,2,1
5,3.7,0.59,Paid,3.93,4,1
4,0.77,0.26,Paid,5.68,3,1
6,3.2,0.47,Direct,11.06,2,1
5,0.54,0.45,Referral,5.49,1,1
4,0.17,0.15,Organic,1.77,2,1
7,0.39,0.1,Organic,12.73,2,1
4,7.98,0.24,Organic,3.46,1,1
2,2.41,0.2,Social,3.57,2,1
3,4.77,0.34,Referral,8.31,2,1
8,1.21,0.41,Referral,1.14,0,0.7
5,2.69,0.22,Organic,4.93,0,1
6,2.05,0.34,Social,6.05,5,1
2,8.74,0.18,Referral,3.18,1,1
3,4.13,0.13,Direct,6.01,7,1
3,3.93,0.08,Paid,10.78,1,1
7,0.14,0.04,Organic,0.7,4,0.7
5,2.39,0.08,Organic,1.72,2,1
2,1.89,0.23,Organic,0.33,0,0.7
2,7.89,0.18,Referral,1.09,4,1
7,0.89,0.19,Referral,2.79,2,1
8,0.94,0.62,Organic,2.41,2,1
4,1.59,0.54,Organic,2.16,1,1
4,0.84,0.36,Organic,8.25,0,1
4,0.41,0.26,Direct,8.43,1,1
3,5.84,0.21,Organic,9.74,3,1
4,2.45,0.47,Organic,3.81,2,1
6,5.93,0.47,Organic,15.05,4,1
5,5.34,0.28,Paid,5.04,0,1
5,0.99,0.17,Referral,4.6,0,1
3,2.38,0.28,Social,4.87,3,1
6,0.26,0.19,Organic,5.03,1,1
4,7.4,0.08,Referral,2.55,4,1
2,1.55,0.42,Organic,5.6,3,1
5,1.5,0.29,Direct,7.95,3,1
7,1.08,0.08,Organic,0.57,1,0.9
8,1.85,0.39,Organic,4.4,5,1
0,0.87,0.06,Paid,0.27,1,0.4
5,1.41,0.12,Organic,7,1,1
4,4.83,0.43,Organic,4.18,2,1
6,5.39,0.26,Referral,3.58,0,1
4,1.09,0.36,Referral,0.18,1,1
7,1.9,0.37,Paid,2.26,1,1
2,6.21,0.57,Referral,2.51,0,1
3,0.16,0.35,Paid,6.86,5,1
3,6.6,0.04,Referral,2.81,4,1
5,0.74,0.4,Paid,3.06,0,0.9
6,3.4,0.32,Referral,6.55,1,1
9,2.62,0.39,Organic,12.92,2,1
6,2.42,0.08,Organic,3.32,3,1
7,5.88,0.18,Paid,9.22,3,1
2,0.32,0.38,Paid,10.74,4,1
2,1.28,0.2,Social,0.97,4,1
8,2.32,0.68,Organic,1.78,2,1
8,5,0.4,Organic,17.13,1,1
8,0.73,0.13,Organic,6.72,5,1
7,4.87,0.2,Organic,1.33,1,1
6,1.53,0.28,Referral,9.7,6,1
2,0.63,0.26,Paid,11.61,3,1
7,4.27,0.21,Referral,3.93,1,1
6,0.29,0.38,Paid,6.12,1,1
5,2.17,0.45,Social,4.77,2,1
6,0.2,0.35,Direct,8.85,4,1
4,1.32,0.32,Referral,1.7,1,1
4,2.76,0.21,Social,2.36,1,1
4,2.44,0.08,Paid,6.84,4,1
5,1.56,0.09,Direct,6.92,0,1
4,1.68,0.27,Social,6.82,1,1
7,0.77,0.47,Direct,5.32,3,1
2,1.83,0.48,Referral,7.92,2,1
4,9.19,0.27,Social,9.83,0,1
1,5.7,0.17,Paid,8.99,1,1
6,0.47,0.6,Organic,2.62,2,1
1,0.09,0.28,Organic,3.19,1,1
6,8.13,0.14,Social,4.38,0,1
6,2.24,0.44,Organic,1.85,1,1
0,2.32,0.19,Paid,2.7,3,0.7
6,4.55,0.31,Organic,3.93,0,1
1,1.13,0.07,Organic,2.76,3,1
4,1.97,0.19,Social,1.98,3,0.9
6,10.39,0.46,Social,3.09,2,1
7,3.35,0.14,Paid,11.51,1,1
6,0.5,0.09,Organic,12.15,4,1
3,0.43,0.4,Paid,1.69,1,0.8
7,0.69,0.51,Paid,0.82,3,1
6,4.37,0.25,Organic,3.78,1,1
5,1.05,0.14,Organic,1.18,3,1
7,0.06,0.35,Paid,1.69,2,1
4,8.66,0.13,Organic,5.28,2,1
7,0.56,0.17,Referral,2.43,3,1
1,0.03,0.53,Organic,9.62,0,1
2,0.81,0.44,Paid,2.15,2,0.9
2,0.8,0.47,Organic,4.91,3,1
6,1.64,0.24,Direct,12.08,2,1
8,7.59,0.51,Paid,2.42,4,1
6,6.34,0.11,Organic,0.97,5,1
0,1.83,0.26,Paid,1.52,3,1
10,1.59,0.24,Social,10.88,0,1
2,2.43,0.05,Social,2,0,1
5,0.84,0.29,Referral,1.2,1,1
8,0.16,0.14,Organic,6.73,3,1
5,8.4,0.46,Referral,1.16,1,1
4,0.62,0.34,Social,4.07,1,1
3,0.66,0.49,Paid,0.99,3,0.8
7,1.92,0.51,Social,2.86,3,1
7,2.03,0.41,Organic,8.29,0,1
3,0.06,0.14,Organic,2.31,2,0.9
3,0.48,0.3,Social,1.03,2,1
2,1.43,0.18,Referral,3.6,3,1
2,3.45,0.15,Organic,5.48,1,1
7,0.78,0.11,Organic,3.23,1,1
4,1.65,0.26,Social,12.4,1,1
1,2.44,0.16,Organic,1.6,1,1
3,6.58,0.35,Organic,2.58,4,1
10,1.18,0.41,Organic,3.06,2,1
3,0.43,0.06,Direct,4.49,2,1
6,2.02,0.24,Direct,1.53,4,1
4,4.12,0.09,Paid,2.38,2,1
5,0.35,0.49,Paid,2.27,1,1
3,1.66,0.5,Organic,1.46,1,1
7,0.05,0.19,Organic,3.04,8,1
5,0.1,0.14,Social,5.42,0,1
2,1.98,0.49,Organic,0.91,3,1
6,1.06,0.61,Paid,3.44,4,1
3,5.6,0.27,Referral,3.93,4,1
2,2.77,0.11,Organic,3.87,2,1
7,1.82,0.13,Paid,14.63,2,1
6,1.57,0.17,Paid,3.97,2,1
3,2.06,0.25,Referral,2.82,4,1
5,0.12,0.29,Organic,2.01,2,1
7,6.7,0.39,Organic,2.29,1,1
4,19.14,0.07,Paid,1.7,2,1
4,0.6,0.25,Direct,2.08,2,1
3,0.38,0.08,Organic,2.48,2,1
6,0.46,0.1,Direct,2.97,0,1
4,3.25,0.31,Referral,5,1,1
5,3.25,0.22,Social,1.89,7,1
7,5.65,0.21,Organic,1.91,1,1
4,4.18,0.3,Organic,3.74,3,1
3,1.79,0.36,Organic,3.75,1,1
1,2.85,0.17,Organic,2.22,3,1
5,3.5,0.19,Direct,1,5,1
8,2.16,0.37,Organic,6.51,1,1
5,1.94,0.31,Paid,4.66,1,1
5,3.11,0.62,Organic,3.44,3,1
3,2.45,0.21,Referral,5.82,3,1
3,3.1,0.48,Organic,0.68,3,1
6,2.85,0.4,Organic,0.54,1,0.8
5,3.81,0.33,Organic,3.26,2,1
7,3.09,0.39,Social,5.31,4,1
6,2.2,0.54,Organic,3.18,3,1
8,3.44,0.07,Organic,0.67,4,1
8,1.79,0.02,Organic,5.32,4,1
8,0.83,0.13,Direct,1.9,2,1
9,0,0.14,Paid,6.95,1,1
5,2.46,0.43,Referral,14.11,2,1
3,2.68,0.33,Referral,0.72,2,1
4,10.73,0.38,Organic,1.37,1,1
5,1.35,0.23,Paid,2.68,2,0.9
6,1.5,0.19,Organic,3.55,9,1
7,0.68,0.27,Paid,6.43,2,1
4,0.22,0.17,Paid,3.14,3,1
6,4.45,0.37,Paid,1.31,2,1
13,0.86,0.37,Organic,4.38,1,1
3,2.82,0.22,Organic,1.39,1,1
7,3.49,0.2,Social,2.03,1,1
7,1.91,0.1,Referral,6.91,2,1
2,6.27,0.22,Organic,1.86,2,1
5,1.76,0.48,Organic,1.42,1,1
2,1.01,0.47,Social,2.13,4,1
4,6.79,0.21,Social,4.83,0,1
3,5.93,0.04,Direct,0.5,1,1
3,0.54,0.33,Organic,4.35,4,1
1,0.08,0.16,Paid,3.07,2,1
7,0.28,0.44,Organic,1.88,2,1
4,1.01,0.32,Referral,3.1,2,1
9,10.75,0.54,Organic,2.81,4,1
4,2.45,0.36,Organic,2.62,3,1
6,1.4,0.28,Organic,3,4,1
3,6.59,0.11,Referral,2.89,3,1
8,1.81,0.2,Paid,1.62,1,0.8
6,1.14,0.38,Referral,2.24,1,1
5,8.5,0.37,Social,4.2,4,1
3,5.68,0.23,Referral,0.9,1,1
11,5.57,0.17,Paid,3.5,0,1
7,2.15,0.56,Direct,1.06,0,0.7
6,4.67,0.06,Paid,3.34,4,1
6,0.59,0.09,Organic,0.85,1,0.9
6,2.55,0.22,Direct,1.75,1,1
6,12.38,0.68,Organic,3.78,2,1
5,1.03,0.41,Paid,2.7,3,1
8,4.74,0.39,Organic,3.07,3,1
6,2.02,0.41,Paid,1.46,2,1
8,0.12,0.73,Paid,5.58,3,1
13,4.32,0.35,Organic,2.76,0,1
4,0.55,0.09,Paid,2.48,1,1
1,2.99,0.49,Social,3.17,2,1
4,0.27,0.09,Organic,0.44,2,1
2,8.8,0.07,Organic,2.78,2,1
7,1.03,0.35,Organic,3.25,3,1
4,0.77,0.09,Social,1.7,4,1
5,0.41,0.15,Referral,6.04,1,1
8,8.76,0.59,Social,0.82,2,1
6,3.73,0.41,Organic,5.57,1,1
5,4.06,0.05,Organic,7.46,5,1
2,2.08,0.14,Organic,4.52,1,0.9
6,1.93,0.27,Organic,1.81,2,1
5,0.35,0.14,Paid,3.58,0,1
6,2.46,0.34,Direct,1.44,2,1
3,0.85,0.29,Organic,10.35,0,1
6,11.34,0.27,Direct,2.63,3,1
6,4.78,0.34,Organic,1.48,3,1
4,1.6,0.16,Direct,0.25,1,0.9
7,0.49,0.19,Organic,3.04,4,1
4,4.62,0.33,Direct,6.58,3,1
0,0.39,0.73,Organic,4.4,1,0.9
9,0.63,0.47,Direct,6.03,1,1
1,0.71,0.33,Organic,11.31,2,1
6,2.44,0.17,Organic,3.14,3,1
4,4.64,0.41,Paid,2.66,4,0.8
5,1.13,0.15,Organic,12.63,4,1
6,0.27,0.09,Referral,3.62,6,1
8,1.87,0.07,Direct,0.96,3,1
4,4.14,0.31,Referral,1.81,1,1
5,0.75,0.64,Referral,12.24,1,1
10,0.75,0.25,Organic,4.07,3,1
5,8.83,0.21,Referral,6.65,2,1
7,9.25,0.34,Paid,1.3,3,1
6,13.96,0.16,Social,6.62,1,1
4,4.95,0.07,Organic,2.47,3,1
3,0.63,0.07,Referral,6.81,1,1
5,0.71,0.26,Organic,9.76,1,1
4,1.25,0.63,Organic,1.75,4,0.6
4,1.15,0.28,Organic,5.34,2,1
5,9.41,0.18,Organic,3.79,0,1
2,4.67,0.38,Organic,2.22,0,1
7,3.86,0.11,Organic,1.89,3,1
3,0.62,0.48,Social,3.62,0,1
5,7.21,0.38,Organic,1.54,1,1
6,5.28,0.34,Social,2.94,1,1
8,0.54,0.41,Organic,5.62,4,1
5,6.15,0.17,Organic,0.9,4,1
3,0.95,0.23,Paid,1.39,4,1
3,0.25,0.21,Paid,1.75,1,0.9
5,3.21,0.53,Paid,4.48,2,1
7,3.18,0.33,Paid,6.14,2,1
5,0.3,0.16,Organic,3.54,0,1
5,1.15,0.05,Referral,5.4,2,1
10,14.81,0.23,Paid,4.22,3,1
2,3.4,0.36,Organic,10.42,1,1
6,3.93,0.4,Social,1.21,3,1
7,0.72,0.37,Referral,1.16,0,1
4,0.25,0.33,Organic,0.24,1,0.6
11,0.97,0.3,Social,0.88,2,1
5,0.86,0.34,Direct,1.76,1,1
4,0.8,0.25,Paid,3.39,3,1
1,0.64,0.45,Organic,3.4,1,1
11,2.57,0.13,Direct,4.49,5,1
3,1.19,0.12,Organic,3.14,1,0.8
2,5.15,0.17,Organic,3.32,0,1
7,0.61,0.3,Organic,4.48,0,1
5,1.87,0.16,Referral,9.45,3,1
1,0.04,0.42,Direct,7.57,0,1
6,1.97,0.06,Referral,1.01,5,1
4,0.17,0.47,Direct,11.68,0,1
9,11.41,0.35,Organic,12.68,0,1
4,4.69,0.54,Organic,1.01,1,1
9,2.02,0.4,Referral,2.61,2,1
5,0.27,0.17,Direct,3.88,4,1
2,2.69,0.24,Paid,4.99,1,1
8,4.27,0.22,Organic,1.37,3,1
2,0.63,0.43,Organic,0.73,3,1
7,2.52,0.32,Organic,7.32,1,1
9,5.05,0.04,Organic,5.52,0,1
3,4.39,0.09,Organic,3.23,1,1
3,4.87,0.29,Direct,2.69,3,1
6,6.34,0.45,Paid,6.06,0,1
7,8.33,0.47,Referral,1.16,0,1
2,1.56,0.34,Organic,4.3,1,1
9,2.52,0.43,Organic,5.61,3,1
5,4.69,0.57,Paid,3.13,2,1
5,3.58,0.43,Social,1.36,1,0.9
3,16.22,0.44,Paid,1.46,0,1
6,0.04,0.32,Social,2.34,0,0.8
6,1.32,0.06,Social,3.14,2,1
4,0.99,0.34,Organic,1.46,2,1
6,0.91,0.47,Organic,5.97,1,1
8,0.76,0.08,Referral,4,1,1
4,3.7,0.22,Paid,0.81,0,0.9
6,0.27,0.06,Organic,4.17,2,1
4,4.06,0.29,Paid,6.78,1,1
9,3.55,0.39,Paid,5,0,1
5,0.87,0.28,Direct,9.45,1,1
7,0.87,0.24,Organic,0.63,3,1
2,2.97,0.06,Organic,1.95,3,1
4,4.31,0.19,Paid,4.59,4,1
4,6.27,0.5,Referral,2.26,0,1
7,5.73,0.46,Referral,3.08,1,1
3,10.05,0.3,Direct,9.82,2,1
4,2.61,0.02,Social,7.55,3,1
3,7.18,0.56,Paid,4.94,4,1
